,Unnamed: 0,Team 1,Team 2,Winner,Year
1179,1179,Kentucky,Utah,Kentucky,2003
1180,1180,Maryland,Xavier,Maryland,2003
1181,1181,Michigan St,Florida,Michigan St,2003
1182,1182,Pittsburgh,Indiana,Pittsburgh,2003
1183,1183,Syracuse,Oklahoma St,Syracuse,2003
1184,1184,Texas,Purdue,Texas,2003
1185,1185,Arizona,Notre Dame,Arizona,2003
1186,1186,Kansas,Duke,Kansas,2003
1187,1187,Kentucky,Wisconsin,Kentucky,2003
1188,1188,Marquette,Pittsburgh,Marquette,2003
1189,1189,Michigan St,Maryland,Michigan St,2003
1190,1190,Oklahoma,Butler,Oklahoma,2003
1191,1191,Syracuse,Auburn,Syracuse,2003
1192,1192,Texas,UConn,Texas,2003
1193,1193,Kansas,Arizona,Kansas,2003
1194,1194,Marquette,Kentucky,Marquette,2003
1195,1195,Syracuse,Oklahoma,Syracuse,2003
1196,1196,Texas,Michigan St,Texas,2003
1197,1197,Kansas,Marquette,Kansas,2003
1198,1198,Syracuse,Texas,Syracuse,2003
1199,1199,Syracuse,Kansas,Syracuse,2003
1200,1200,Florida A&M,Lehigh,Florida A&M,2004
1201,1201,Alabama,S Illinois,Alabama,2004
1202,1202,UConn,Vermont,UConn,2004
1203,1203,DePaul,Dayton,DePaul,2004
1204,1204,Duke,Alabama St,Duke,2004
1205,1205,Gonzaga,Valparaiso,Gonzaga,2004
1206,1206,Manhattan,Florida,Manhattan,2004
1207,1207,Maryland,UTEP,Maryland,2004
1208,1208,Nevada,Michigan St,Nevada,2004
1209,1209,North Carolina,Air Force,North Carolina,2004
1210,1210,Seton Hall,Arizona,Seton Hall,2004
1211,1211,Saint Joseph's,Liberty,Saint Joseph's,2004
1212,1212,Stanford,UTSA,Stanford,2004
1213,1213,Syracuse,BYU,Syracuse,2004
1214,1214,Texas,Princeton,Texas,2004
1215,1215,Texas Tech,Charlotte,Texas Tech,2004
1216,1216,Wake Forest,VCU,Wake Forest,2004
1217,1217,Boston College,Utah,Boston College,2004
1218,1218,Cincinnati,E Tennessee St,Cincinnati,2004
1219,1219,Georgia Tech,N Iowa,Georgia Tech,2004
1220,1220,Illinois,Murray St,Illinois,2004
1221,1221,Kansas,IL Chicago,Kansas,2004
1222,1222,Kentucky,Florida A&M,Kentucky,2004
1223,1223,Memphis,South Carolina,Memphis,2004
1224,1224,Mississippi St,Monmouth NJ,Mississippi St,2004
1225,1225,NC State,Louisiana,NC State,2004
1226,1226,Oklahoma St,E Washington,Oklahoma St,2004
1227,1227,Pacific,Providence,Pacific,2004
1228,1228,Pittsburgh,UCF,Pittsburgh,2004
1229,1229,UAB,Washington,UAB,2004
1230,1230,Vanderbilt,W Michigan,Vanderbilt,2004
1231,1231,Wisconsin,Richmond,Wisconsin,2004
1232,1232,Xavier,Louisville,Xavier,2004
1233,1233,Alabama,Stanford,Alabama,2004
1234,1234,UConn,DePaul,UConn,2004
1235,1235,Duke,Seton Hall,Duke,2004
1236,1236,Nevada,Gonzaga,Nevada,2004
1237,1237,Saint Joseph's,Texas Tech,Saint Joseph's,2004
1238,1238,Syracuse,Maryland,Syracuse,2004
1239,1239,Texas,North Carolina,Texas,2004
1240,1240,Wake Forest,Manhattan,Wake Forest,2004
1241,1241,Georgia Tech,Boston College,Georgia Tech,2004
1242,1242,Illinois,Cincinnati,Illinois,2004
1243,1243,Kansas,Pacific,Kansas,2004
1244,1244,Oklahoma St,Memphis,Oklahoma St,2004
1245,1245,Pittsburgh,Wisconsin,Pittsburgh,2004
1246,1246,UAB,Kentucky,UAB,2004
1247,1247,Vanderbilt,NC State,Vanderbilt,2004
1248,1248,Xavier,Mississippi St,Xavier,2004
1249,1249,Alabama,Syracuse,Alabama,2004
1250,1250,UConn,Vanderbilt,UConn,2004
1251,1251,Oklahoma St,Pittsburgh,Oklahoma St,2004
1252,1252,Saint Joseph's,Wake Forest,Saint Joseph's,2004
1253,1253,Duke,Illinois,Duke,2004
1254,1254,Georgia Tech,Nevada,Georgia Tech,2004
1255,1255,Kansas,UAB,Kansas,2004
1256,1256,Xavier,Texas,Xavier,2004
1257,1257,UConn,Alabama,UConn,2004
1258,1258,Oklahoma St,Saint Joseph's,Oklahoma St,2004
1259,1259,Duke,Xavier,Duke,2004
1260,1260,Georgia Tech,Kansas,Georgia Tech,2004
1261,1261,UConn,Duke,UConn,2004
1262,1262,Georgia Tech,Oklahoma St,Georgia Tech,2004
1263,1263,UConn,Georgia Tech,UConn,2004
1264,1264,Oakland,Alabama A&M,Oakland,2005
1265,1265,Arizona,Utah St,Arizona,2005
1266,1266,Boston College,Penn,Boston College,2005
1267,1267,Cincinnati,Iowa,Cincinnati,2005
1268,1268,Gonzaga,Winthrop,Gonzaga,2005
1269,1269,Illinois,F Dickinson,Illinois,2005
1270,1270,Kentucky,E Kentucky,Kentucky,2005
1271,1271,Nevada,Texas,Nevada,2005
1272,1272,Oklahoma,Niagara,Oklahoma,2005
1273,1273,Pacific,Pittsburgh,Pacific,2005
1274,1274,Texas Tech,UCLA,Texas Tech,2005
1275,1275,UAB,LSU,UAB,2005
1276,1276,Utah,UTEP,Utah,2005
1277,1277,Wake Forest,Chattanooga,Wake Forest,2005
1278,1278,Washington,Montana,Washington,2005
1279,1279,West Virginia,Creighton,West Virginia,2005
1280,1280,Milwaukee,Alabama,Milwaukee,2005
1281,1281,Bucknell,Kansas,Bucknell,2005
1282,1282,UConn,UCF,UConn,2005
1283,1283,Duke,Delaware St,Duke,2005
1284,1284,Florida,Ohio,Florida,2005
1285,1285,Georgia Tech,G Washington,Georgia Tech,2005
1286,1286,Iowa St,Minnesota,Iowa St,2005
1287,1287,Louisville,Louisiana,Louisville,2005
1288,1288,Michigan St,Old Dominion,Michigan St,2005
1289,1289,Mississippi St,Stanford,Mississippi St,2005
1290,1290,NC State,Charlotte,NC State,2005
1291,1291,North Carolina,Oakland,North Carolina,2005
1292,1292,Oklahoma St,SE Louisiana,Oklahoma St,2005
1293,1293,S Illinois,Saint Mary's,S Illinois,2005
1294,1294,Vermont,Syracuse,Vermont,2005
1295,1295,Villanova,New Mexico,Villanova,2005
1296,1296,Wisconsin,N Iowa,Wisconsin,2005
1297,1297,Arizona,UAB,Arizona,2005
1298,1298,Illinois,Nevada,Illinois,2005
1299,1299,Kentucky,Cincinnati,Kentucky,2005
1300,1300,Texas Tech,Gonzaga,Texas Tech,2005
1301,1301,Utah,Oklahoma,Utah,2005
1302,1302,Washington,Pacific,Washington,2005
1303,1303,West Virginia,Wake Forest,West Virginia,2005
1304,1304,Milwaukee,Boston College,Milwaukee,2005
1305,1305,Duke,Mississippi St,Duke,2005
1306,1306,Louisville,Georgia Tech,Louisville,2005
1307,1307,Michigan St,Vermont,Michigan St,2005
1308,1308,NC State,UConn,NC State,2005
1309,1309,North Carolina,Iowa St,North Carolina,2005
1310,1310,Oklahoma St,S Illinois,Oklahoma St,2005
1311,1311,Villanova,Florida,Villanova,2005
1312,1312,Wisconsin,Bucknell,Wisconsin,2005
1313,1313,Arizona,Oklahoma St,Arizona,2005
1314,1314,Illinois,Milwaukee,Illinois,2005
1315,1315,Louisville,Washington,Louisville,2005
1316,1316,West Virginia,Texas Tech,West Virginia,2005
1317,1317,Kentucky,Utah,Kentucky,2005
1318,1318,Michigan St,Duke,Michigan St,2005
1319,1319,North Carolina,Villanova,North Carolina,2005
1320,1320,Wisconsin,NC State,Wisconsin,2005
1321,1321,Illinois,Arizona,Illinois,2005
1322,1322,Louisville,West Virginia,Louisville,2005
1323,1323,Michigan St,Kentucky,Michigan St,2005
1324,1324,North Carolina,Wisconsin,North Carolina,2005
1325,1325,Illinois,Louisville,Illinois,2005
1326,1326,North Carolina,Michigan St,North Carolina,2005
1327,1327,North Carolina,Illinois,North Carolina,2005
1328,1328,Monmouth NJ,Hampton,Monmouth NJ,2006
1329,1329,Alabama,Marquette,Alabama,2006
1330,1330,Boston College,Pacific,Boston College,2006
1331,1331,Duke,Southern,Duke,2006
1332,1332,Florida,S Alabama,Florida,2006
1333,1333,G Washington,NC Wilmington,G Washington,2006
1334,1334,Gonzaga,Xavier,Gonzaga,2006
1335,1335,Illinois,Air Force,Illinois,2006
1336,1336,Indiana,San Diego St,Indiana,2006
1337,1337,LSU,Iona,LSU,2006
1338,1338,Montana,Nevada,Montana,2006
1339,1339,Tennessee,Winthrop,Tennessee,2006
1340,1340,Texas A&M,Syracuse,Texas A&M,2006
1341,1341,UCLA,Belmont,UCLA,2006
1342,1342,Washington,Utah St,Washington,2006
1343,1343,Milwaukee,Oklahoma,Milwaukee,2006
1344,1344,Wichita St,Seton Hall,Wichita St,2006
1345,1345,Arizona,Wisconsin,Arizona,2006
1346,1346,Bradley,Kansas,Bradley,2006
1347,1347,Bucknell,Arkansas,Bucknell,2006
1348,1348,UConn,Albany,UConn,2006
1349,1349,George Mason,Michigan St,George Mason,2006
1350,1350,Georgetown,N Iowa,Georgetown,2006
1351,1351,Kentucky,UAB,Kentucky,2006
1352,1352,Memphis,Oral Roberts,Memphis,2006
1353,1353,NC State,California,NC State,2006
1354,1354,North Carolina,Murray St,North Carolina,2006
1355,1355,NW State,Iowa,NW State,2006
1356,1356,Ohio St,Davidson,Ohio St,2006
1357,1357,Pittsburgh,Kent St,Pittsburgh,2006
1358,1358,Texas,Penn,Texas,2006
1359,1359,Villanova,Monmouth NJ,Villanova,2006
1360,1360,West Virginia,S Illinois,West Virginia,2006
1361,1361,Boston College,Montana,Boston College,2006
1362,1362,Duke,G Washington,Duke,2006
1363,1363,Florida,Milwaukee,Florida,2006
1364,1364,Gonzaga,Indiana,Gonzaga,2006
1365,1365,LSU,Texas A&M,LSU,2006
1366,1366,UCLA,Alabama,UCLA,2006
1367,1367,Washington,Illinois,Washington,2006
1368,1368,Wichita St,Tennessee,Wichita St,2006
1369,1369,Bradley,Pittsburgh,Bradley,2006
1370,1370,UConn,Kentucky,UConn,2006
1371,1371,George Mason,North Carolina,George Mason,2006
1372,1372,Georgetown,Ohio St,Georgetown,2006
1373,1373,Memphis,Bucknell,Memphis,2006
1374,1374,Texas,NC State,Texas,2006
1375,1375,Villanova,Arizona,Villanova,2006
1376,1376,West Virginia,NW State,West Virginia,2006
1377,1377,LSU,Duke,LSU,2006
1378,1378,Memphis,Bradley,Memphis,2006
1379,1379,Texas,West Virginia,Texas,2006
1380,1380,UCLA,Gonzaga,UCLA,2006
1381,1381,UConn,Washington,UConn,2006
1382,1382,Florida,Georgetown,Florida,2006
1383,1383,George Mason,Wichita St,George Mason,2006
1384,1384,Villanova,Boston College,Villanova,2006
1385,1385,LSU,Texas,LSU,2006
1386,1386,UCLA,Memphis,UCLA,2006
1387,1387,Florida,Villanova,Florida,2006
1388,1388,George Mason,UConn,George Mason,2006
1389,1389,Florida,George Mason,Florida,2006
1390,1390,UCLA,LSU,UCLA,2006
1391,1391,Florida,UCLA,Florida,2006
1392,1392,Niagara,Florida A&M,Niagara,2007
1393,1393,Boston College,Texas Tech,Boston College,2007
1394,1394,Butler,Old Dominion,Butler,2007
1395,1395,Georgetown,Belmont,Georgetown,2007
1396,1396,Indiana,Gonzaga,Indiana,2007
1397,1397,Louisville,Stanford,Louisville,2007
1398,1398,Maryland,Davidson,Maryland,2007
1399,1399,Michigan St,Marquette,Michigan St,2007
1400,1400,North Carolina,E Kentucky,North Carolina,2007
1401,1401,Ohio St,C Connecticut,Ohio St,2007
1402,1402,Pittsburgh,Wright St,Pittsburgh,2007
1403,1403,Texas A&M,Penn,Texas A&M,2007
1404,1404,UCLA,Weber St,UCLA,2007
1405,1405,VCU,Duke,VCU,2007
1406,1406,Vanderbilt,G Washington,Vanderbilt,2007
1407,1407,Washington St,Oral Roberts,Washington St,2007
1408,1408,Xavier,BYU,Xavier,2007
1409,1409,Florida,Jackson St,Florida,2007
1410,1410,Kansas,Niagara,Kansas,2007
1411,1411,Kentucky,Villanova,Kentucky,2007
1412,1412,Memphis,N Texas,Memphis,2007
1413,1413,Nevada,Creighton,Nevada,2007
1414,1414,Oregon,Miami OH,Oregon,2007
1415,1415,Purdue,Arizona,Purdue,2007
1416,1416,S Illinois,Holy Cross,S Illinois,2007
1417,1417,Tennessee,Long Beach St,Tennessee,2007
1418,1418,Texas,New Mexico St,Texas,2007
1419,1419,UNLV,Georgia Tech,UNLV,2007
1420,1420,USC,Arkansas,USC,2007
1421,1421,Virginia,Albany,Virginia,2007
1422,1422,Virginia Tech,Illinois,Virginia Tech,2007
1423,1423,Winthrop,Notre Dame,Winthrop,2007
1424,1424,Wisconsin,Texas A&M-CC,Wisconsin,2007
1425,1425,Butler,Maryland,Butler,2007
1426,1426,Georgetown,Boston College,Georgetown,2007
1427,1427,North Carolina,Michigan St,North Carolina,2007
1428,1428,Ohio St,Xavier,Ohio St,2007
1429,1429,Pittsburgh,VCU,Pittsburgh,2007
1430,1430,Texas A&M,Louisville,Texas A&M,2007
1431,1431,UCLA,Indiana,UCLA,2007
1432,1432,Vanderbilt,Washington St,Vanderbilt,2007
1433,1433,Florida,Purdue,Florida,2007
1434,1434,Kansas,Kentucky,Kansas,2007
1435,1435,Memphis,Nevada,Memphis,2007
1436,1436,Oregon,Winthrop,Oregon,2007
1437,1437,S Illinois,Virginia Tech,S Illinois,2007
1438,1438,Tennessee,Virginia,Tennessee,2007
1439,1439,UNLV,Wisconsin,UNLV,2007
1440,1440,USC,Texas,USC,2007
1441,1441,Kansas,S Illinois,Kansas,2007
1442,1442,Memphis,Texas A&M,Memphis,2007
1443,1443,Ohio St,Tennessee,Ohio St,2007
1444,1444,UCLA,Pittsburgh,UCLA,2007
1445,1445,Florida,Butler,Florida,2007
1446,1446,Georgetown,Vanderbilt,Georgetown,2007
1447,1447,North Carolina,USC,North Carolina,2007
1448,1448,Oregon,UNLV,Oregon,2007
1449,1449,Ohio St,Memphis,Ohio St,2007
1450,1450,UCLA,Kansas,UCLA,2007
1451,1451,Florida,Oregon,Florida,2007
1452,1452,Georgetown,North Carolina,Georgetown,2007
1453,1453,Florida,UCLA,Florida,2007
1454,1454,Ohio St,Georgetown,Ohio St,2007
1455,1455,Florida,Ohio St,Florida,2007
1456,1456,Mt St Mary's,Coppin St,Mt St Mary's,2008
1457,1457,Duke,Belmont,Duke,2008
1458,1458,Kansas,Portland St,Kansas,2008
1459,1459,Kansas St,USC,Kansas St,2008
1460,1460,Marquette,Kentucky,Marquette,2008
1461,1461,Michigan St,Temple,Michigan St,2008
1462,1462,Notre Dame,George Mason,Notre Dame,2008
1463,1463,Pittsburgh,Oral Roberts,Pittsburgh,2008
1464,1464,Purdue,Baylor,Purdue,2008
1465,1465,Stanford,Cornell,Stanford,2008
1466,1466,Texas A&M,BYU,Texas A&M,2008
1467,1467,UCLA,Miss Valley St,UCLA,2008
1468,1468,UNLV,Kent St,UNLV,2008
1469,1469,Washington St,Winthrop,Washington St,2008
1470,1470,West Virginia,Arizona,West Virginia,2008
1471,1471,Wisconsin,CS Fullerton,Wisconsin,2008
1472,1472,Xavier,Georgia,Xavier,2008
1473,1473,Arkansas,Indiana,Arkansas,2008
1474,1474,Butler,S Alabama,Butler,2008
1475,1475,Davidson,Gonzaga,Davidson,2008
1476,1476,Georgetown,UMBC,Georgetown,2008
1477,1477,Louisville,Boise St,Louisville,2008
1478,1478,Memphis,UT Arlington,Memphis,2008
1479,1479,Miami,Saint Mary's,Miami,2008
1480,1480,Mississippi St,Oregon,Mississippi St,2008
1481,1481,North Carolina,Mt St Mary's,North Carolina,2008
1482,1482,Oklahoma,Saint Joseph's,Oklahoma,2008
1483,1483,San Diego,UConn,San Diego,2008
1484,1484,Siena,Vanderbilt,Siena,2008
1485,1485,Tennessee,American,Tennessee,2008
1486,1486,Texas,Austin Peay,Texas,2008
1487,1487,Villanova,Clemson,Villanova,2008
1488,1488,W Kentucky,Drake,W Kentucky,2008
1489,1489,Kansas,UNLV,Kansas,2008
1490,1490,Michigan St,Pittsburgh,Michigan St,2008
1491,1491,Stanford,Marquette,Stanford,2008
1492,1492,UCLA,Texas A&M,UCLA,2008
1493,1493,Washington St,Notre Dame,Washington St,2008
1494,1494,West Virginia,Duke,West Virginia,2008
1495,1495,Wisconsin,Kansas St,Wisconsin,2008
1496,1496,Xavier,Purdue,Xavier,2008
1497,1497,Davidson,Georgetown,Davidson,2008
1498,1498,Louisville,Oklahoma,Louisville,2008
1499,1499,Memphis,Mississippi St,Memphis,2008
1500,1500,North Carolina,Arkansas,North Carolina,2008
1501,1501,Tennessee,Butler,Tennessee,2008
1502,1502,Texas,Miami,Texas,2008
1503,1503,Villanova,Siena,Villanova,2008
1504,1504,W Kentucky,San Diego,W Kentucky,2008
1505,1505,Louisville,Tennessee,Louisville,2008
1506,1506,North Carolina,Washington St,North Carolina,2008
1507,1507,UCLA,W Kentucky,UCLA,2008
1508,1508,Xavier,West Virginia,Xavier,2008
1509,1509,Davidson,Wisconsin,Davidson,2008
1510,1510,Kansas,Villanova,Kansas,2008
1511,1511,Memphis,Michigan St,Memphis,2008
1512,1512,Texas,Stanford,Texas,2008
1513,1513,North Carolina,Louisville,North Carolina,2008
1514,1514,UCLA,Xavier,UCLA,2008
1515,1515,Kansas,Davidson,Kansas,2008
1516,1516,Memphis,Texas,Memphis,2008
1517,1517,Kansas,North Carolina,Kansas,2008
1518,1518,Memphis,UCLA,Memphis,2008
1519,1519,Kansas,Memphis,Kansas,2008
1520,1520,Morehead St,Alabama St,Morehead St,2009
1521,1521,UConn,Chattanooga,UConn,2009
1522,1522,Duke,Binghamton,Duke,2009
1523,1523,Gonzaga,Akron,Gonzaga,2009
1524,1524,LSU,Butler,LSU,2009
1525,1525,Maryland,California,Maryland,2009
1526,1526,Memphis,CS Northridge,Memphis,2009
1527,1527,Michigan,Clemson,Michigan,2009
1528,1528,North Carolina,Radford,North Carolina,2009
1529,1529,Oklahoma,Morgan St,Oklahoma,2009
1530,1530,Purdue,N Iowa,Purdue,2009
1531,1531,Texas,Minnesota,Texas,2009
1532,1532,Texas A&M,BYU,Texas A&M,2009
1533,1533,UCLA,VCU,UCLA,2009
1534,1534,Villanova,American,Villanova,2009
1535,1535,W Kentucky,Illinois,W Kentucky,2009
1536,1536,Washington,Mississippi St,Washington,2009
1537,1537,Arizona,Utah,Arizona,2009
1538,1538,Arizona St,Temple,Arizona St,2009
1539,1539,Cleveland St,Wake Forest,Cleveland St,2009
1540,1540,Dayton,West Virginia,Dayton,2009
1541,1541,Kansas,N Dakota St,Kansas,2009
1542,1542,Louisville,Morehead St,Louisville,2009
1543,1543,Marquette,Utah St,Marquette,2009
1544,1544,Michigan St,Robert Morris,Michigan St,2009
1545,1545,Missouri,Cornell,Missouri,2009
1546,1546,Oklahoma St,Tennessee,Oklahoma St,2009
1547,1547,Pittsburgh,E Tennessee St,Pittsburgh,2009
1548,1548,Siena,Ohio St,Siena,2009
1549,1549,Syracuse,SF Austin,Syracuse,2009
1550,1550,USC,Boston College,USC,2009
1551,1551,Wisconsin,Florida St,Wisconsin,2009
1552,1552,Xavier,Portland St,Xavier,2009
1553,1553,UConn,Texas A&M,UConn,2009
1554,1554,Duke,Texas,Duke,2009
1555,1555,Gonzaga,W Kentucky,Gonzaga,2009
1556,1556,Memphis,Maryland,Memphis,2009
1557,1557,North Carolina,LSU,North Carolina,2009
1558,1558,Oklahoma,Michigan,Oklahoma,2009
1559,1559,Purdue,Washington,Purdue,2009
1560,1560,Villanova,UCLA,Villanova,2009
1561,1561,Arizona,Cleveland St,Arizona,2009
1562,1562,Kansas,Dayton,Kansas,2009
1563,1563,Louisville,Siena,Louisville,2009
1564,1564,Michigan St,USC,Michigan St,2009
1565,1565,Missouri,Marquette,Missouri,2009
1566,1566,Pittsburgh,Oklahoma St,Pittsburgh,2009
1567,1567,Syracuse,Arizona St,Syracuse,2009
1568,1568,Xavier,Wisconsin,Xavier,2009
1569,1569,UConn,Purdue,UConn,2009
1570,1570,Missouri,Memphis,Missouri,2009
1571,1571,Pittsburgh,Xavier,Pittsburgh,2009
1572,1572,Villanova,Duke,Villanova,2009
1573,1573,Louisville,Arizona,Louisville,2009
1574,1574,Michigan St,Kansas,Michigan St,2009
1575,1575,North Carolina,Gonzaga,North Carolina,2009
1576,1576,Oklahoma,Syracuse,Oklahoma,2009
1577,1577,UConn,Missouri,UConn,2009
1578,1578,Villanova,Pittsburgh,Villanova,2009
1579,1579,Michigan St,Louisville,Michigan St,2009
1580,1580,North Carolina,Oklahoma,North Carolina,2009
1581,1581,Michigan St,UConn,Michigan St,2009
1582,1582,North Carolina,Villanova,North Carolina,2009
1583,1583,North Carolina,Michigan St,North Carolina,2009
1584,1584,AR-Pine Bluff,Winthrop,AR-Pine Bluff,2010
1585,1585,Baylor,Sam Houston,Baylor,2010
1586,1586,Butler,UTEP,Butler,2010
1587,1587,BYU,Florida,BYU,2010
1588,1588,Kansas,Lehigh,Kansas,2010
1589,1589,Kansas St,N Texas,Kansas St,2010
1590,1590,Kentucky,E Tennessee St,Kentucky,2010
1591,1591,Murray St,Vanderbilt,Murray St,2010
1592,1592,New Mexico,Montana,New Mexico,2010
1593,1593,N Iowa,UNLV,N Iowa,2010
1594,1594,Ohio,Georgetown,Ohio,2010
1595,1595,Old Dominion,Notre Dame,Old Dominion,2010
1596,1596,Saint Mary's,Richmond,Saint Mary's,2010
1597,1597,Tennessee,San Diego St,Tennessee,2010
1598,1598,Villanova,Robert Morris,Villanova,2010
1599,1599,Wake Forest,Texas,Wake Forest,2010
1600,1600,Washington,Marquette,Washington,2010
1601,1601,California,Louisville,California,2010
1602,1602,Cornell,Temple,Cornell,2010
1603,1603,Duke,AR-Pine Bluff,Duke,2010
1604,1604,Georgia Tech,Oklahoma St,Georgia Tech,2010
1605,1605,Gonzaga,Florida St,Gonzaga,2010
1606,1606,Maryland,Houston,Maryland,2010
1607,1607,Michigan St,New Mexico St,Michigan St,2010
1608,1608,Missouri,Clemson,Missouri,2010
1609,1609,Ohio St,UCSB,Ohio St,2010
1610,1610,Pittsburgh,Oakland,Pittsburgh,2010
1611,1611,Purdue,Siena,Purdue,2010
1612,1612,Syracuse,Vermont,Syracuse,2010
1613,1613,Texas A&M,Utah St,Texas A&M,2010
1614,1614,West Virginia,Morgan St,West Virginia,2010
1615,1615,Wisconsin,Wofford,Wisconsin,2010
1616,1616,Xavier,Minnesota,Xavier,2010
1617,1617,Baylor,Old Dominion,Baylor,2010
1618,1618,Butler,Murray St,Butler,2010
1619,1619,Kansas St,BYU,Kansas St,2010
1620,1620,Kentucky,Wake Forest,Kentucky,2010
1621,1621,N Iowa,Kansas,N Iowa,2010
1622,1622,Saint Mary's,Villanova,Saint Mary's,2010
1623,1623,Tennessee,Ohio,Tennessee,2010
1624,1624,Washington,New Mexico,Washington,2010
1625,1625,Cornell,Wisconsin,Cornell,2010
1626,1626,Duke,California,Duke,2010
1627,1627,Michigan St,Maryland,Michigan St,2010
1628,1628,Ohio St,Georgia Tech,Ohio St,2010
1629,1629,Purdue,Texas A&M,Purdue,2010
1630,1630,Syracuse,Gonzaga,Syracuse,2010
1631,1631,West Virginia,Missouri,West Virginia,2010
1632,1632,Xavier,Pittsburgh,Xavier,2010
1633,1633,Butler,Syracuse,Butler,2010
1634,1634,Kansas St,Xavier,Kansas St,2010
1635,1635,Kentucky,Cornell,Kentucky,2010
1636,1636,West Virginia,Washington,West Virginia,2010
1637,1637,Baylor,Saint Mary's,Baylor,2010
1638,1638,Duke,Purdue,Duke,2010
1639,1639,Michigan St,N Iowa,Michigan St,2010
1640,1640,Tennessee,Ohio St,Tennessee,2010
1641,1641,Butler,Kansas St,Butler,2010
1642,1642,West Virginia,Kentucky,West Virginia,2010
1643,1643,Duke,Baylor,Duke,2010
1644,1644,Michigan St,Tennessee,Michigan St,2010
1645,1645,Butler,Michigan St,Butler,2010
1646,1646,Duke,West Virginia,Duke,2010
1647,1647,Duke,Butler,Duke,2010
1648,1648,Clemson,UAB,Clemson,2011
1649,1649,NC Asheville,Little Rock,NC Asheville,2011
1650,1650,UTSA,Alabama St,UTSA,2011
1651,1651,VCU,USC,VCU,2011
1652,1652,Butler,Old Dominion,Butler,2011
1653,1653,BYU,Wofford,BYU,2011
1654,1654,Cincinnati,Missouri,Cincinnati,2011
1655,1655,UConn,Bucknell,UConn,2011
1656,1656,Florida,UCSB,Florida,2011
1657,1657,Gonzaga,St John's,Gonzaga,2011
1658,1658,Kansas St,Utah St,Kansas St,2011
1659,1659,Kentucky,Princeton,Kentucky,2011
1660,1660,Morehead St,Louisville,Morehead St,2011
1661,1661,Pittsburgh,NC Asheville,Pittsburgh,2011
1662,1662,Richmond,Vanderbilt,Richmond,2011
1663,1663,San Diego St,N Colorado,San Diego St,2011
1664,1664,Temple,Penn St,Temple,2011
1665,1665,UCLA,Michigan St,UCLA,2011
1666,1666,West Virginia,Clemson,West Virginia,2011
1667,1667,Wisconsin,Belmont,Wisconsin,2011
1668,1668,Arizona,Memphis,Arizona,2011
1669,1669,Duke,Hampton,Duke,2011
1670,1670,Florida St,Texas A&M,Florida St,2011
1671,1671,George Mason,Villanova,George Mason,2011
1672,1672,Illinois,UNLV,Illinois,2011
1673,1673,Kansas,Boston U,Kansas,2011
1674,1674,Marquette,Xavier,Marquette,2011
1675,1675,Michigan,Tennessee,Michigan,2011
1676,1676,North Carolina,LIU-Brooklyn,North Carolina,2011
1677,1677,Notre Dame,Akron,Notre Dame,2011
1678,1678,Ohio St,UTSA,Ohio St,2011
1679,1679,Purdue,Saint Peter's,Purdue,2011
1680,1680,Syracuse,Indiana St,Syracuse,2011
1681,1681,Texas,Oakland,Texas,2011
1682,1682,VCU,Georgetown,VCU,2011
1683,1683,Washington,Georgia,Washington,2011
1684,1684,Butler,Pittsburgh,Butler,2011
1685,1685,BYU,Gonzaga,BYU,2011
1686,1686,UConn,Cincinnati,UConn,2011
1687,1687,Florida,UCLA,Florida,2011
1688,1688,Kentucky,West Virginia,Kentucky,2011
1689,1689,Richmond,Morehead St,Richmond,2011
1690,1690,San Diego St,Temple,San Diego St,2011
1691,1691,Wisconsin,Kansas St,Wisconsin,2011
1692,1692,Arizona,Texas,Arizona,2011
1693,1693,Duke,Michigan,Duke,2011
1694,1694,Florida St,Notre Dame,Florida St,2011
1695,1695,Kansas,Illinois,Kansas,2011
1696,1696,Marquette,Syracuse,Marquette,2011
1697,1697,North Carolina,Washington,North Carolina,2011
1698,1698,Ohio St,George Mason,Ohio St,2011
1699,1699,VCU,Purdue,VCU,2011
1700,1700,Arizona,Duke,Arizona,2011
1701,1701,Butler,Wisconsin,Butler,2011
1702,1702,UConn,San Diego St,UConn,2011
1703,1703,Florida,BYU,Florida,2011
1704,1704,Kansas,Richmond,Kansas,2011
1705,1705,Kentucky,Ohio St,Kentucky,2011
1706,1706,North Carolina,Marquette,North Carolina,2011
1707,1707,VCU,Florida St,VCU,2011
1708,1708,Butler,Florida,Butler,2011
1709,1709,UConn,Arizona,UConn,2011
1710,1710,Kentucky,North Carolina,Kentucky,2011
1711,1711,VCU,Kansas,VCU,2011
1712,1712,Butler,VCU,Butler,2011
1713,1713,UConn,Kentucky,UConn,2011
1714,1714,UConn,Butler,UConn,2011
1715,1715,BYU,Iona,BYU,2012
1716,1716,W Kentucky,Miss Valley St,W Kentucky,2012
1717,1717,S Florida,California,S Florida,2012
1718,1718,Vermont,Lamar,Vermont,2012
1719,1719,Baylor,S Dakota St,Baylor,2012
1720,1720,Colorado,UNLV,Colorado,2012
1721,1721,Gonzaga,West Virginia,Gonzaga,2012
1722,1722,Indiana,New Mexico St,Indiana,2012
1723,1723,Iowa St,UConn,Iowa St,2012
1724,1724,Kansas St,Southern Miss,Kansas St,2012
1725,1725,Kentucky,W Kentucky,Kentucky,2012
1726,1726,Louisville,Davidson,Louisville,2012
